,churn
38139,1
79076,1
6217,1
9874,1
66832,1
113630,0
63078,1
78177,1
15523,1
27243,1
89029,1
13260,1
1068,1
34587,1
109867,0
26644,1
111035,0
76449,1
3986,1
87937,1
35802,1
7609,1
6677,1
36744,1
17995,1
69520,1
60137,1
1591,1
90961,1
36659,1
62206,1
13097,1
68330,1
5126,1
55945,1
79218,1
17564,1
8572,1
80247,1
104795,0
73777,1
108042,0
16111,1
70737,1
113812,0
21107,1
69762,1
21901,1
21595,1
29243,1
65379,1
41927,1
61412,1
17956,1
89412,1
39774,1
99407,0
53221,1
62629,1
70951,1
115060,0
99567,0
64404,1
26982,1
60574,1
107296,0
72448,1
58129,1
12580,1
112551,0
17324,1
86581,1
57958,1
87941,1
5327,1
56343,1
93182,1
2397,1
46329,1
89973,0
4631,1
52476,1
57276,1
111141,0
49507,1
96756,0
62654,1
9095,1
601,1
33176,1
50145,1
23287,1
19179,1
48739,1
83196,1
107404,0
38235,1
66792,1
13063,1
57566,1
106549,0
11276,1
10018,1
100385,0
101815,0
60142,1
26486,1
12203,1
44450,1
32500,1
85848,1
78509,1
19307,1
94869,0
29398,1
73918,1
93990,0
10151,1
35145,1
14511,1
10668,1
84783,1
46144,1
51486,1
94339,0
85972,1
54897,1
99164,0
13614,1
106941,0
103147,0
23695,1
76472,1
78740,1
17851,1
43565,1
56567,1
37294,1
12278,1
3402,1
59077,1
14130,1
45700,1
62767,1
69427,1
2422,1
49249,1
103894,0
32169,1
65352,1
81821,1
17512,1
95786,0
15573,1
52284,1
93702,0
14150,1
29027,1
58986,1
66427,1
51124,1
39989,1
27925,1
80494,1
81080,1
28465,1
71438,1
1917,1
55714,1
108981,0
93532,0
45307,1
115091,0
89093,1
75389,1
62962,1
60261,1
20857,1
101036,0
55144,1
30564,1
39708,1
100872,0
104082,0
67476,1
97172,0
43095,1
69812,1
91556,1
63351,1
77424,1
30561,1
111521,0
114790,0
104694,0
85594,1
85317,1
43143,1
79237,1
34765,1
18667,1
113047,0
57450,1
3651,1
18094,1
83708,1
30049,1
64836,1
71494,1
24152,1
36389,1
39750,1
31899,1
59445,1
72304,1
1087,1
88790,1
113137,0
25742,1
1477,1
54647,1
98802,0
113758,0
68161,1
245,1
99753,0
103332,0
17377,1
66044,1
1318,1
98882,0
98094,0
59359,1
28866,1
102401,0
47415,1
31749,1
94780,0
111301,0
100949,0
53807,1
55133,1
27397,1
44910,1
94753,0
50645,1
17197,1
51650,1
51977,1
114180,0
29557,1
96469,0
11674,1
56647,1
94832,0
86657,1
46328,1
112708,0
113221,0
40343,1
27549,1
53286,1
17830,1
32203,1
62134,1
80680,1
28254,1
108269,0
86561,1
101293,0
24655,1
19492,1
2064,1
33521,1
30787,1
17038,1
69131,1
21058,1
83062,1
3140,1
55910,1
100528,0
31356,1
28197,1
43725,1
55908,1
978,1
66215,1
70792,1
28583,1
39851,1
75257,1
45645,1
53575,1
111374,0
68252,1
20701,1
19804,1
43766,1
4255,1
33955,1
105807,0
53677,1
112664,0
27898,1
15214,1
104849,0
46277,1
96406,0
24539,1
30167,1
26850,1
90922,1
82223,1
104767,0
66603,1
93350,1
5634,1
3776,1
62136,1
91891,1
58875,1
43735,1
82389,1
114638,0
109062,0
35361,1
90384,1
10082,1
23553,1
4717,1
40767,1
93050,1
42987,1
72831,1
103499,0
82590,1
61617,1
96530,0
104075,0
32398,1
5974,1
83776,1
40151,1
101901,0
51569,1
41382,1
20082,1
101824,0
19481,1
52085,1
44901,1
28498,1
1404,1
100835,0
90828,1
60182,1
76677,1
62558,1
67791,1
19022,1
81137,1
72301,1
114497,0
103963,0
26128,1
36032,1
102371,0
64151,1
114544,0
98736,0
23234,1
38135,1
64428,1
102807,0
90237,1
113656,0
3759,1
57532,1
8594,1
92378,1
61684,1
24036,1
62235,1
86746,1
101148,0
3866,1
12847,1
16232,1
96111,0
20108,1
104475,0
53148,1
115546,0
84573,1
3210,1
112826,0
83709,1
109729,0
53742,1
12477,1
78534,1
7712,1
25909,1
19783,1
76363,1
2231,1
109877,0
13360,1
59276,1
42636,1
36528,1
107022,0
21007,1
89063,1
22821,1
70918,1
96613,0
53193,1
100892,0
33741,1
62624,1
8553,1
74352,1
80942,1
54995,1
106420,0
100504,0
72619,1
72876,1
25697,1
40816,1
76566,1
91775,1
60211,1
84585,1
102155,0
83374,1
59843,1
24048,1
68936,1
33813,1
111024,0
39423,1
2039,1
38636,1
100512,0
98230,0
7135,1
36779,1
77738,1
112775,0
2170,1
97860,0
100794,0
5401,1
23388,1
42866,1
41272,1
67260,1
95012,0
52482,1
79754,1
46772,1
31099,1
25842,1
6094,1
3470,1
85057,1
80799,1
37491,1
28036,1
84866,1
63883,1
8024,1
101973,0
89350,1
38708,1
107479,0
39091,1
36071,1
92748,1
85607,1
36153,1
92009,1
76762,1
48974,1
96741,0
90645,1
66936,1
23227,1
45843,1
33512,1
104774,0
94273,0
114011,0
105638,0
17404,1
20295,1
57130,1
32734,1
5664,1
63959,1
47393,1
75992,1
75540,1
81040,1
33499,1
69774,1
76080,1
23625,1
96039,0
17574,1
17228,1
59732,1
19206,1
70017,1
26596,1
60845,1
111123,0
112624,0
8915,1
79794,1
85214,1
18065,1
44267,1
61913,1
35307,1
69116,1
75701,1
61411,1
62894,1
18582,1
53182,1
96318,0
22089,1
16443,1
31319,1
40565,1
94080,0
75583,1
19427,1
53949,1
34610,1
33494,1
100734,0
19561,1
94978,0
55370,1
68964,1
81319,1
111103,0
3663,1
50155,1
86354,1
87429,1
101113,0
112828,0
85700,1
19497,1
4065,1
115633,0
44131,1
50270,1
25675,1
72194,1
107160,0
49893,1
55892,1
18644,1
41159,1
27987,1
67147,1
92211,1
57993,1
31631,1
37313,1
56164,1
44499,1
36298,1
24435,1
56905,1
92190,1
113138,0
25447,1
67078,1
68757,1
51879,1
47146,1
72487,1
105503,0
87247,1
48173,1
68546,1
75879,1
72791,1
97389,0
99313,0
90323,1
108485,0
87877,1
101110,0
80614,1
42405,1
20772,1
90973,1
32050,1
113871,0
86923,1
103431,0
88970,1
33880,1
88328,1
41621,1
67181,1
2877,1
64080,1
37306,1
54887,1
69800,1
96099,0
73662,1
63293,1
51068,1
84772,1
81856,1
4276,1
56396,1
55825,1
5722,1
10776,1
71950,1
85343,1
103053,0
97538,0
115687,0
64168,1
110640,0
13567,1
15182,1
25597,1
29512,1
82980,1
77774,1
59747,1
50709,1
1323,1
64322,1
68548,1
43532,1
73609,1
96161,0
54545,1
49020,1
31637,1
10448,1
80743,1
102772,0
43958,1
84841,1
41937,1
90173,1
46259,1
43148,1
85653,1
80761,1
99552,0
92158,1
83147,1
81454,1
53983,0
43285,1
99433,0
90969,1
79513,1
23727,1
3265,1
28580,1
68908,1
13670,1
7535,1
30679,1
109589,0
23337,1
95703,0
77646,1
11666,1
61062,1
52382,1
56235,1
26597,1
63264,1
63761,1
65869,1
60176,1
30310,1
80605,1
95999,0
92069,1
38501,1
15740,1
64756,1
55310,1
47101,1
58400,1
49930,1
66059,1
60609,1
64546,1
79620,1
48212,1
104383,0
109499,0
19374,1
62057,1
105932,0
63755,1
19297,1
18768,1
35315,1
16577,1
6100,1
43481,1
80233,1
52346,1
25468,1
85347,1
71753,1
19751,1
82845,1
33514,1
38461,1
62453,1
85834,1
46645,1
19068,1
91478,1
32431,1
9965,1
34431,1
114721,0
113105,0
24237,1
97520,0
113804,0
20184,1
98118,0
37531,1
59355,1
84420,1
86288,1
43471,1
49739,1
95206,0
55669,1
74417,1
100857,0
24658,1
57335,1
6706,1
53176,1
35834,1
51174,1
99732,0
104678,0
9144,1
78716,1
131,1
74909,1
28614,1
101742,0
82868,1
25384,1
27466,1
55182,1
16246,1
35341,1
53456,1
89284,1
817,1
104426,0
3377,1
37332,1
45826,1
63207,1
55054,1
112327,0
99963,0
105768,0
103705,0
40028,1
102721,0
30231,1
27025,1
631,1
45196,1
62599,1
54969,1
7352,1
109094,0
39518,1
88113,1
98600,0
43761,1
88117,1
102741,0
65341,1
76788,1
30210,1
78798,1
25847,1
45710,1
114669,0
69139,1
68053,1
63473,1
79576,1
108371,0
67438,1
84193,1
42508,1
17145,0
31980,1
15640,1
68291,1
114266,0
55719,1
47572,1
42956,1
12480,1
26011,1
115515,0
104080,0
68045,1
94617,0
92332,1
3993,1
83153,1
74058,1
9801,1
51692,1
97529,0
47981,1
88956,1
16941,1
55956,1
43250,1
110738,0
96583,0
97593,0
111634,0
82970,1
27587,1
106116,0
13850,1
95404,0
103300,0
51083,1
114593,0
30185,1
113021,0
25846,1
112293,0
12861,1
85777,1
7991,1
51603,1
106118,0
108181,0
64707,1
20945,1
49034,1
53785,1
57742,1
8800,1
14838,1
66025,1
5037,1
16698,1
69152,1
95047,0
49094,1
40966,1
65181,1
90512,1
85792,1
87156,1
67596,1
10097,1
47826,1
60925,1
56203,1
31092,1
43599,1
43418,1
50620,1
57111,1
3364,1
42068,1
112552,0
11035,1
46880,1
109284,0
34828,1
70757,1
56263,1
18257,1
8817,1
109561,0
42613,1
73729,1
3313,1
86912,1
107699,0
30553,1
16494,1
10269,1
1161,1
31920,1
71419,1
12328,1
65099,1
50906,1
102422,0
76086,1
13759,1
66235,1
59181,1
57183,1
33589,1
110622,0
14707,1
58783,1
79496,1
103020,0
73541,1
68624,1
28904,1
28977,1
82547,1
114883,0
52423,1
62160,1
100322,0
64336,1
108807,0
81458,1
80721,1
101063,0
67402,1
108057,0
11112,1
4685,1
47494,1
17196,1
73943,1
29995,1
96830,0
24106,1
52158,1
108085,0
6788,1
46045,1
37511,1
17258,1
39027,1
45624,1
12479,1
112396,0
103268,0
36428,1
86250,1
102505,0
22292,1
99186,0
48247,1
95943,0
94037,0
110789,0
49693,1
39578,1
78659,1
105689,0
24851,1
48734,1
66789,1
52332,1
33937,1
37990,1
111923,0
39009,1
17565,1
19554,1
69121,1
57985,1
95953,0
68048,1
64305,1
79851,1
79442,1
95681,0
77691,1
100981,0
15327,1
33835,1
111185,0
32889,1
14346,1
49745,1
47530,1
45599,1
38541,1
92218,1
53885,1
89000,1
57963,1
52933,1
36758,1
69867,1
83664,1
7923,1
94946,0
79060,1
33701,1
60999,1
6705,1
2395,1
38651,1
107797,0
10036,1
42196,1
6684,1
112787,0
89166,1
85132,1
23011,1
78037,1
90311,1
76848,1
12225,1
10789,1
79704,1
20429,1
39931,1
48058,1
27654,1
11256,1
79108,1
115226,0
80440,1
39050,1
111026,0
53075,1
42213,1
50104,1
7600,1
40917,1
104733,0
16331,1
71942,1
68322,1
91375,1
58625,1
11318,1
16663,1
22451,1
55341,1
115683,0
106764,0
56697,1
22176,1
1130,1
43077,1
53243,1
29173,1
55566,1
31241,1
35877,1
92814,1
73151,1
3427,1
89085,1
67924,1
84300,1
77054,1
3933,1
36760,1
63713,1
12683,1
80815,1
28110,1
29822,1
106301,0
81397,1
81521,1
50440,1
84197,1
80030,1
16969,1
14649,1
55980,1
85151,1
23479,1
55079,1
49881,1
35616,1
96971,0
105964,0
81372,1
61388,1
79571,1
37336,1
8999,1
6827,1
79178,1
48089,1
1387,1
43548,1
29594,1
14777,1
62028,1
7232,1
75503,1
45912,1
30236,1
54305,1
43167,1
14448,1
23478,1
61961,1
88403,1
29087,1
85955,1
27528,1
40283,1
3904,1
98958,0
84293,1
83413,1
4979,1
74172,1
103938,0
42397,1
93700,0
6896,1
95484,0
44096,1
3932,1
25108,1
24639,1
7896,1
39642,1
100349,0
62324,1
48701,1
104628,0
76348,0
91124,1
62257,1
36770,1
93081,1
48959,1
5185,1
83185,1
65910,1
34990,1
105332,0
115240,0
63904,1
72886,1
42317,1
14113,1
59443,1
64667,1
78312,1
91649,1
4758,1
56287,1
67999,1
51804,1
54168,1
962,1
86876,1
46715,1
92721,1
14917,1
40025,1
47875,1
72645,1
105431,0
32653,1
66039,1
70845,1
106034,0
6396,1
27870,1
6123,1
80982,1
23406,1
25396,1
55254,1
57263,1
31690,1
37419,1
81413,1
8944,1
112075,0
31530,1
49644,1
10828,1
24706,1
113571,0
86642,1
77247,1
11790,1
115337,0
14964,1
6143,1
4663,1
74120,1
49751,1
80446,1
12560,1
97757,0
1240,1
101295,0
43872,1
66106,1
12646,1
20322,1
42033,1
74698,1
91049,1
23671,1
67137,1
86934,1
55801,1
23248,1
763,1
31276,1
47901,1
28250,1
60728,1
48545,1
40745,1
45339,1
66552,1
50558,1
41801,1
95842,0
558,1
55597,1
57141,1
1705,1
68677,1
18502,1
101313,0
31249,1
69889,1
44511,1
46413,1
95812,0
59651,1
105168,0
100396,0
45702,1
76702,1
9370,1
30283,1
49411,1
78696,1
66453,1
13075,1
85584,1
50949,1
54157,1
74160,1
62860,1
36221,1
48363,1
85463,1
59561,1
30136,1
99681,0
47333,1
82942,1
14912,1
16019,1
18955,1
115509,0
92433,1
56072,1
78461,1
42036,1
57202,1
69908,1
25974,1
11486,1
58297,1
71667,0
82054,1
109454,0
29792,1
6815,1
102832,0
30525,1
40353,1
4326,1
97911,0
28587,1
100388,0
105124,0
19913,1
63863,1
25573,1
27147,1
113029,0
28108,1
101491,0
18652,1
51311,1
42181,1
3032,1
40221,1
115294,0
42167,1
78881,1
114737,0
24325,1
22550,1
112597,0
87557,1
94329,0
87518,0
114994,0
111922,0
77231,1
98977,0
8410,1
55682,1
36830,1
29306,1
80216,1
95771,0
90324,1
95183,0
87882,1
21857,1
102225,0
12149,1
82802,1
5106,1
91567,1
44369,1
56060,1
26941,1
80227,1
24256,1
52384,1
26484,1
32228,1
19825,1
39506,1
968,1
40352,1
65411,1
87817,1
46677,1
94546,0
51951,1
42050,1
86245,1
85292,1
78403,1
110142,0
85245,1
99009,0
63577,1
88346,1
50340,1
104654,0
111046,0
27892,1
28001,1
112193,0
105286,0
30747,1
78869,1
35929,1
81191,1
42940,1
54699,1
92182,1
16384,1
30528,1
54783,1
7373,1
59411,1
43652,1
74797,1
72001,1
99159,0
14120,1
75725,1
75343,1
108330,0
73055,1
47397,1
72108,1
62444,1
3131,1
66291,1
31232,1
88444,1
52369,1
28150,1
93627,0
111984,0
37210,1
23104,1
2789,1
62404,1
41408,1
74678,1
88480,1
41753,1
43190,1
69076,1
105947,0
27402,1
24489,1
37355,1
46856,1
35870,1
108007,0
107731,0
101587,0
69447,1
113382,0
50064,1
104744,0
20506,1
45517,1
55654,1
67255,1
44336,1
63729,1
69090,1
60291,1
45148,1
30050,1
40415,1
17782,1
41233,1
8788,1
26906,1
70611,1
103943,0
96102,0
88405,1
44980,1
73218,1
11275,1
98690,0
84864,1
4145,1
18733,1
33113,1
67332,1
34863,1
76022,1
68285,1
89172,0
18037,1
55851,1
80301,1
57028,1
21633,1
111568,0
104338,0
52188,1
43585,1
49502,1
12057,1
92945,1
109536,0
103090,0
35795,1
111154,0
64973,1
67259,1
88230,1
66542,1
95872,0
80055,1
77410,1
27973,1
90362,1
36410,1
100454,0
32668,1
4510,1
6021,1
50608,1
5485,1
64615,1
57987,1
5496,1
72394,1
37179,1
60862,1
2984,1
113286,0
34476,1
78997,1
114104,0
6958,1
108471,0
76555,1
93103,1
76533,1
22454,0
49075,1
38455,1
91975,1
80020,1
78884,1
44535,1
30662,1
94717,0
36491,1
16054,1
56091,1
104144,0
110267,0
74958,1
109260,0
24636,1
100421,0
106911,0
15411,1
1332,1
65684,1
88080,1
47469,1
64863,1
8154,1
94668,0
26344,1
98446,0
73664,1
8833,1
96807,0
38956,1
68343,1
100686,0
12759,1
86492,1
14119,1
102408,0
107230,0
70174,1
16132,1
19685,1
48835,1
74607,1
111456,0
742,1
16235,1
63501,1
73049,1
81366,1
20348,1
17332,1
62487,1
103697,0
77173,1
51783,1
45469,1
104753,0
102789,0
46676,1
110979,0
19152,1
32892,1
30813,1
45215,1
12549,1
47356,1
26937,1
16687,1
36972,1
12433,1
25821,1
108397,0
107721,0
75215,1
13946,1
63291,1
76365,1
57229,1
77396,1
54588,1
80624,1
84607,1
10208,1
68811,1
56766,1
108098,0
30127,1
69510,1
108408,0
82823,1
95503,0
7044,1
33596,1
45181,1
102143,0
110814,0
110063,0
35118,1
57685,1
35487,1
59187,1
19957,1
90233,1
92410,1
37499,1
76191,1
12114,1
45807,1
56657,1
41886,1
105740,0
40606,1
19632,1
72852,1
25060,1
106550,0
48199,1
35443,1
55637,1
92429,1
38838,1
21748,1
16929,1
80902,1
71311,1
15102,1
1356,1
84437,1
46318,1
9076,1
114894,0
88780,1
97622,0
69667,1
109372,0
93344,1
91510,1
58641,1
32475,1
62232,1
10775,1
39655,1
95992,0
54567,1
57815,1
81424,1
95283,0
107504,0
108586,0
16284,1
80585,1
39369,1
56363,1
38162,1
47935,1
74959,1
14206,1
31070,1
88047,1
84827,1
30781,1
75362,1
84117,1
7174,1
5554,1
11058,1
111651,0
69688,1
67660,1
90782,1
89344,1
82661,1
99316,0
40643,1
49897,1
102070,0
37370,1
88006,1
21407,1
53401,1
101729,0
111219,0
72961,1
71592,1
77002,1
67882,1
53718,1
56466,1
14890,1
8167,1
59366,1
7204,1
58608,1
85261,1
35216,1
34536,1
42718,1
70164,1
87149,1
30275,1
45128,1
27955,1
14659,1
3611,1
95265,0
102547,0
88078,1
47091,1
40576,1
46964,1
17085,1
94010,0
53792,1
40774,1
73498,1
54747,0
109569,0
115027,0
86811,1
33647,1
17179,1
49029,1
63037,1
54628,1
23318,1
34238,1
71963,1
14930,1
39219,1
10093,1
56616,1
77308,1
10893,1
101292,0
12045,1
36291,1
87222,1
49823,1
21708,1
82648,1
15,1
63031,1
86831,1
83786,1
8059,1
51862,1
2855,1
92733,1
20548,1
95407,0
63554,1
38850,1
27568,1
32799,1
112360,0
45494,1
61280,1
86023,1
103386,0
27743,1
42546,1
74438,1
42069,1
66997,1
12368,1
15801,1
82623,1
108654,0
11064,1
64670,1
51055,1
53135,1
2842,1
38852,1
101497,0
62470,1
108591,0
64108,1
34248,1
435,1
30302,1
42713,1
40047,1
50985,1
35259,1
104319,0
82449,1
56852,1
12777,1
110847,0
51795,1
88224,1
46486,1
65516,1
15722,1
50060,1
83983,1
72878,1
33388,1
46227,1
56671,1
110218,0
45913,1
99101,0
82227,1
112369,0
82097,1
5645,1
63874,1
40120,1
28099,1
16052,1
36647,1
87970,1
113387,0
37623,1
58267,1
40992,1
85396,1
46118,1
90000,1
12532,1
30234,1
30880,1
50286,1
79183,1
66622,1
16288,1
93514,1
68075,1
59348,1
38131,1
89960,1
98734,0
23602,1
90190,1
113611,0
80399,1
110346,0
2075,1
91022,1
24993,1
60847,1
48109,1
9037,1
62701,1
69926,1
62423,1
58776,1
36172,1
71742,1
91278,1
19580,1
73228,1
60541,1
58794,1
72464,1
82195,1
41116,1
98183,0
96364,0
103801,0
64578,1
32917,1
110085,0
109402,0
22518,1
34263,1
38359,1
65095,1
80072,1
52118,1
7522,1
2261,1
34896,1
102630,0
70002,1
69290,1
21846,1
71568,0
74886,1
83816,1
64075,1
113994,0
41778,1
65049,1
43664,1
65491,1
73230,1
18032,1
52772,1
25795,1
100196,0
47633,1
20071,1
103201,0
27184,1
104874,0
74204,1
93187,1
7270,1
52738,1
43432,1
15036,1
87661,1
37146,1
69287,1
85856,1
105788,0
86146,1
9024,1
35092,1
52821,1
33618,1
98434,0
101323,0
9087,1
58409,1
74079,1
30153,1
39122,1
82160,1
108878,0
42374,1
36685,1
111599,0
78379,1
112496,0
102251,0
97125,0
53471,1
66695,1
12369,1
34105,1
94103,0
32936,1
48105,1
18813,1
44654,1
96331,0
52250,1
83956,1
101868,0
32876,1
73309,1
84667,1
49379,1
107689,0
64832,1
90097,1
71403,1
21337,1
74583,1
39556,1
80288,1
90069,1
59250,1
107473,0
53747,1
77028,0
28528,1
80304,1
29311,1
44251,1
81868,1
99749,0
34814,1
63643,1
92977,1
74242,1
106322,0
19882,1
46201,1
114938,0
39380,1
102122,0
70408,1
1531,1
30612,1
28023,1
61625,1
54386,1
5905,1
41497,1
103096,0
106861,0
68776,1
1850,1
60807,1
4007,1
29682,1
83073,1
108920,0
22939,1
86570,1
88685,1
95775,0
36713,1
38074,1
86722,1
86664,1
97837,0
76031,1
46998,1
30441,1
53865,1
110097,0
79745,1
54374,1
16306,1
31601,1
84099,1
31881,1
111695,0
55646,1
97154,0
96502,0
111768,0
88540,1
9753,1
37279,1
99992,0
29915,1
31244,1
55535,1
49154,1
34424,1
61744,0
49225,1
56629,1
52892,1
56118,1
40154,1
71321,1
56374,1
68718,1
11111,1
7651,1
51058,1
13746,1
68029,1
103958,0
22455,1
102011,0
50194,1
24947,1
496,1
68041,1
78589,1
92650,1
96407,0
66717,1
88509,1
89509,1
109319,0
74719,1
39803,1
55820,1
28803,1
86379,1
84870,1
79081,1
110706,0
71092,1
670,1
113693,0
107224,0
52632,1
42395,1
67636,1
72841,1
93113,1
48257,1
115577,0
64218,1
43404,1
16084,1
18970,1
110432,0
51559,1
75859,1
38615,1
16212,1
90637,1
105481,0
39493,1
31420,1
95942,0
101418,0
6619,1
3386,1
46669,1
102596,0
2332,1
83287,1
97084,0
17204,1
111664,0
55014,1
16590,1
90497,1
46990,1
37193,1
85585,1
13023,1
78586,1
17842,1
27361,1
30056,1
37099,1
37612,1
14611,1
15891,1
40503,1
47002,1
96746,0
106019,0
52717,1
69050,1
101788,0
113174,0
9681,1
44350,1
32449,1
100844,0
55265,1
2953,1
23208,1
13987,1
27282,1
68919,1
69149,1
101167,0
82211,1
78610,1
50607,1
53037,1
103186,0
103673,0
40280,1
55195,1
68020,1
63093,1
45712,1
66173,1
29759,1
44427,1
22366,1
91089,1
51755,1
65071,1
114317,0
112799,0
72096,1
89472,1
13643,1
68656,1
8991,1
1966,1
111175,0
45425,1
81226,1
93152,1
95894,0
29422,1
110961,0
75439,1
83093,1
85866,1
1381,1
66149,1
99972,0
71139,1
101895,0
67286,1
56372,1
109541,0
26692,1
33062,1
62424,1
22293,1
58055,1
110818,0
44855,1
42805,1
100950,0
99758,0
15163,1
110083,0
9199,1
73502,1
106228,0
69258,1
93977,0
16838,1
92129,1
77307,1
89647,1
102647,0
50231,1
35437,1
33215,1
29537,1
106770,0
31587,1
66905,1
29135,1
83398,1
20248,1
9334,1
65107,1
29128,1
35328,1
72967,1
96912,0
109308,0
96180,0
114444,0
47171,1
85789,1
2361,1
14016,1
69639,1
113680,0
74280,1
22807,1
87454,1
50426,1
78285,1
113856,0
25268,1
81806,1
38,1
33773,1
101858,0
67587,1
81718,1
15724,1
40665,1
83362,1
17426,1
25965,1
87356,1
12424,1
115632,0
71802,1
1769,1
39679,1
108477,0
81957,1
54605,1
55200,1
19815,1
54638,1
28816,1
12350,1
49369,1
56709,1
67712,1
62647,1
95995,0
105209,0
61139,1
40079,1
72874,1
55041,1
4444,1
18751,1
105621,0
4376,1
3075,1
99799,0
22583,1
86103,1
5901,1
87166,1
47400,1
57140,1
42958,1
51327,1
10835,1
52460,1
91976,1
40964,1
89027,1
95989,0
14235,1
62053,1
16123,1
82651,1
14198,1
91525,1
38839,1
34875,1
20190,1
55473,1
92994,1
87964,1
23556,1
109987,0
53276,1
61562,1
54608,1
29132,1
81092,1
54924,1
35269,1
97239,0
67334,1
10421,1
40593,1
11478,1
69910,1
2201,1
83192,1
62562,1
11545,1
31633,1
67757,1
75182,1
23423,1
96917,0
44708,1
73425,1
113400,0
65948,1
1998,1
32077,1
98962,0
107637,0
42819,1
73752,1
48077,1
64803,1
44594,1
86929,1
55984,1
80720,1
96412,0
109476,0
31301,1
103331,0
31751,1
99896,0
31197,1
61634,1
27117,1
83569,1
112146,0
44060,1
44141,1
95662,0
15072,1
82123,1
52777,1
28166,1
74176,1
108365,0
83182,1
7140,1
91219,1
89703,1
70973,1
112332,0
94708,0
33129,1
47448,1
5230,1
45596,1
103522,0
65307,1
61479,1
79898,1
75981,1
15812,1
51475,1
55537,1
80123,1
31589,1
12208,1
49371,1
39669,1
32537,1
62183,1
37330,1
66721,1
73284,1
86878,1
62309,1
104542,0
83419,1
63319,1
98904,0
94031,0
38397,1
68494,1
103089,0
48846,1
100206,0
99746,0
113082,0
26949,1
68190,1
48566,1
88931,1
43054,1
100276,0
60539,1
85852,1
44210,1
30536,1
100725,0
53186,1
63279,1
49682,1
88173,1
90126,1
67896,1
30370,1
110731,0
63775,1
82455,1
61868,1
91826,1
67634,1
41437,1
47589,1
24577,1
55492,1
3501,1
45798,1
80671,1
16822,1
37019,1
29166,1
42500,1
50968,1
45210,1
89733,1
100114,0
12722,1
59297,1
31517,1
96434,0
111826,0
99187,0
59308,1
79890,1
46310,1
63511,1
61988,1
64320,1
90774,1
51536,1
81946,1
45419,1
91171,1
59452,1
42163,1
9988,1
44216,1
76431,1
30277,1
88014,1
109812,0
91423,1
98151,0
90753,1
63402,1
55279,1
52870,1
69292,1
36358,1
17563,1
63670,1
52107,1
53766,1
70608,1
64329,1
92436,1
95993,0
3442,1
106229,0
41677,1
5878,1
35759,1
33316,1
30600,1
12226,1
114964,0
42339,1
19162,1
49966,1
3445,1
82909,1
70509,1
72136,1
28483,1
19514,1
32117,1
45558,1
50733,1
102663,0
104902,0
13672,1
60861,1
102378,0
71608,1
16855,1
25501,1
109777,0
13627,1
17898,1
31670,1
23472,1
59439,1
12837,1
43720,1
62764,1
87290,1
20366,1
34091,1
15259,1
85875,1
7649,1
21567,1
50455,1
44010,1
47336,1
31873,1
101707,0
34070,1
100252,0
64543,1
20070,1
88350,1
98173,0
34821,1
1098,1
88676,1
19581,1
10845,1
103599,0
24610,1
48401,1
108936,0
69021,1
52651,1
50911,1
13674,1
95865,0
88654,1
92948,1
23890,1
91512,1
74211,1
8325,1
99249,0
66137,1
88239,1
34761,1
26380,0
73582,1
30998,1
101267,0
47961,1
55109,1
37571,1
50044,1
32658,1
31954,1
4932,1
52917,1
104455,0
24959,1
55732,1
94291,0
97935,0
61503,1
69565,1
64633,1
66919,1
96783,0
12191,1
36882,1
96474,0
9686,1
73845,1
115166,0
55460,1
98353,0
97936,0
58126,1
70772,1
13375,1
57058,1
24484,1
102795,0
72387,1
11890,1
38301,1
55051,1
89978,1
111406,0
44706,1
102996,0
33439,1
9267,1
22093,1
67624,1
51609,1
35127,1
28359,1
85970,1
8622,1
49805,1
25025,1
88477,1
67846,1
46736,1
3637,1
92596,1
3658,1
33364,1
89892,1
4198,1
60336,1
14110,1
69008,1
83758,1
62002,1
104815,0
74573,1
16885,1
80401,1
73128,1
108793,0
71091,1
68228,1
102125,0
29363,1
49944,1
31790,1
111652,0
33102,1
61372,1
44617,1
51778,1
106807,0
80644,1
110665,0
9936,1
52884,1
69995,1
24288,1
75100,1
62936,1
63356,1
61193,1
11017,1
113793,0
107937,0
88546,1
114948,0
107020,0
90984,1
101014,0
106514,0
21213,1
59378,1
44890,1
75652,1
42267,1
94425,0
30611,1
107718,0
98480,0
5284,1
104562,0
39812,1
23742,1
4716,1
63020,1
44692,1
103029,0
48526,1
57696,1
20916,1
111639,0
61638,1
72815,1
78477,1
90717,1
22200,1
83449,1
91544,1
108626,0
98074,0
3942,1
50377,1
44292,1
82278,1
112581,0
7774,1
84001,1
101563,0
15356,1
33780,1
73784,1
92424,1
74568,1
74716,1
43314,1
110326,0
5617,1
95041,0
21810,1
24914,1
93589,0
70020,1
8721,1
75103,1
46597,1
81440,1
73369,1
27854,1
77070,1
12269,1
61496,1
57438,1
47031,1
77798,1
17170,1
11956,1
2434,1
9171,1
27325,1
27570,1
58637,1
49455,1
25803,1
111031,0
68871,1
15893,1
67758,1
106308,0
1398,1
97085,0
13617,1
80611,1
95193,0
34282,1
82137,1
45153,1
37557,0
16894,1
115643,0
106799,0
100744,0
88,1
46065,1
77174,1
37324,1
96810,0
19460,1
31191,1
42972,1
3184,1
106352,0
66938,1
100077,0
83140,1
75914,1
72866,1
86071,1
86734,1
75603,1
77652,1
41509,1
